id,name
30059920,"scout
application
prototype
header
footer
update
challenge
"
30059549,"quartz
energy
mud
log
image
tag
collision
update
"
30059903,"challengescraper
update
"
30059875,"topcoder
challenge
detail
analytics
"
30059869,"community
service
convert
documentation
word
markdown
"
30059909,"set
aws
lex
chatbot
blog
post
"
30059815,"community
app
mobile
layout
"
30059764,"improve
conversion
skill
picker
page
phase
"
30059723,"community
app
upload
progress
"
30059716,"community
app
split
code
separate
service
app
"
30059622,"tc
review
microservice
local
deployment
"
30059717,"deploy
synthetic
patient
population
simulator
aws
instance
"
30059510,"quartz
energy
mud
log
image
tag
collision
"
30059492,"topcoder
community
app
challenge
term
fix
iii
"
30059489,"topcoder
community
app
challenge
term
fix
"
30059430,"mortgage
interest
rate
web
fix
"
30059369,"healthy
island
vision
responsive
website
ui
prototype
challenge
"
30059340,"topcoder
fix
profile
stats
load
bug
"
30059314,"topcoder
dashboard
header
update
"
30059252,"topcoder
community
app
make
submission
management
page
responsive
window
size
"
30059106,"va
complaint
kums
mock
soap
service
"
30059241,"mortgage
interest
rate
service
integration
fix
"
30059176,"nine
gold
web
app
fix
"
30059159,"mjolnir
project
automate
ionic
build
use
github
nevercode
hockeyapp
"
30059069,"mortgage
interest
rate
web
service
fix
"
30058927,"john
hancock
development
feedback
tool
architecture
documentation
update
"
30058933,"create
email
parser
"
30058991,"github
helper
service
"
30058974,"tc
identity
service
group
api
return
"
30058923,"task
"
30058908,"ibm
cognitive
chatbot
misc
update
ii
"
30058879,"ibm
cognitive
chatbot
misc
update
"
30058835,"topcoder
connect
document
project
definition
step
"
30058829,"topcoder
add
subtrack
info
challenge
type
endpoint
"
30058637,"quartz
energy
mud
log
ocr
stitch
image
"
30058560,"fujitsu
dpm
sale
app
prototype
"
30058611,"topcoder
merge
similar
challenge
logstash
conf
"
30058571,"blupay
simple
api
"
30058568,"prize
increase
hoopla
amazon
marketplace
chrome
extension
"
30058484,"topcoder
community
app
refactor
communitystats
component
"
30058483,"topcoder
community
app
unit
test
fix
"
30058482,"quartz
energy
mud
log
ocr
docker
image
creation
"
30058359,"srm
editorial
contest
div
ii
medium
"
30058442,"topcoder
able
low
prize
activiation
"
30058438,"topcoder
make
possible
edit
date
challenge
start
"
30058424,"topcoder
community
app
wipro
community
page
update
"
30058411,"topcoder
community
app
improvement
"
30058410,"blupay
backend
frontend
merge
"
30058326,"fast
spec
swagger
"
30058321,"topcoder
fix
issue
urls
member
profile
page
"
30058320,"blupay
misc
backend
fix
"
30058312,"john
hancock
development
feedback
prototype
update
challenge
"
30058283,"topcoder
use
environment
variable
control
template
generation
"
30058265,"topcoder
use
environment
variable
control
logstash
output
"
30058227,"ibm
cognitive
chatbot
convert
documentation
markdown
format
"
30058224,"blupay
backend
frontend
integration
"
30058136,"ibm
cognitive
chatbot
assembly
"
30058137,"blupay
simple
backend
"
30058022,"topcoder
fix
mobile
render
community
member
page
"
30057884,"tc
website
database
script
update
"
30057375,"topcoder
online
review
improvement
use
component
jar
file
instead
build
source
code
series
"
30057830,"topcoder
upgrade
use
docker
logstash
"
30057791,"topcoder
use
different
configuration
challenge
srms
mmatches
index
challenge
service
"
30057778,"mentor
uml
database
diagram
update
"
30057768,"topcoder
improve
challenge
search
user
challenge
endpoint
"
30057531,"cloud
hub
update
swagger
"
30057525,"topcoder
define
config
allow
specific
look
public
"
30057517,"topcoder
layout
cleanup
scorecard
tool
"
30057441,"srm
editorial
contest
div
medium
dfscount
"
30057440,"srm
editorial
contest
div
easy
powerequation
"
30057437,"srm
editorial
contest
div
ii
medium
powerequationeasy
"
30057455,"cloud
hub
email
round
"
30057436,"srm
editorial
contest
div
ii
easy
symmetrydetection
"
30057442,"srm
editorial
contest
div
ii
hard
dfscounteasy
"
30057699,"topcoder
update
logstash
conf
populate
group
id
challenge
type
"
30057665,"konnect
ticket
system
prototype
challenge
"
30057408,"cloud
hub
email
template
"
30057376,"topcoder
online
review
improvement
component
reversion
check
"
30057344,"topcoder
website
simple
fix
"
30057334,"cloud
hub
stub
test
"
30057621,"topcoder
docker
env
online
review
add
support
later
deliverables
tracker
review
assignment
"
30057609,"topcoder
create
single
docker
image
building
run
direct
app
"
30057289,"srm
editorial
contest
div
ii
medium
makepalindrome
"
30057285,"srm
editorial
contest
div
hard
binarytreeandpermutation
"
30057284,"srm
editorial
contest
div
ii
easy
repeatnumbercompare
"
30057287,"srm
editorial
contest
div
easy
lr
"
30057286,"srm
editorial
contest
div
medium
averagevariancesubtree
"
30057288,"srm
editorial
contest
div
ii
hard
averagevariancesubset
"
30057579,"srm
editorial
contest
div
ii
hard
saleswoman
"
30057577,"srm
editorial
contest
div
ii
easy
rangeencoding
"
30057580,"srm
editorial
contest
div
easy
paranthesisremoval
"
30057581,"srm
editorial
contest
div
medium
naddodd
"
30057243,"project
atlas
update
sharepoint
late
data
import
"
30057557,"topcoder
update
logstash
config
challenge
elasticsearch
feeder
"
30057235,"topcoder
use
base
exception
jar
file
instead
build
source
code
online
review
"
30057220,"tc
code
circleci
update
"
30057203,"topcoder
community
app
unit
test
coverage
lint
error
reactjs
proptypes
update
"
30057208,"cloud
hub
lint
rule
cleanup
"
30057205,"cloud
hub
consolidate
library
"
30057200,"hercules
effect
plugin
macos
support
"
30057176,"integrate
swagger
codegen
maven
"
30057161,"topcoder
create
dockerfile
run
web
arena
"
30057106,"cloud
hub
fiscal
year
"
30057104,"fujitsu
visual
diagram
editor
enhancement
"
30057098,"topcoder
analyze
save
design
challenge
problem
online
review
"
30057097,"topcoder
adjust
registration
phase
end
date
design
challenge
"
30057093,"hercules
react
native
xre
sequence
diagram
documentation
"
30057089,"cloud
hub
demo
account
ii
"
30057041,"cloud
hub
demo
account
"
30056972,"fujitsu
visual
diagram
editor
enhancement
"
30056973,"topcoder
integrate
swagger
codegen
maven
challenge
service
"
30056936,"fujitsu
visual
diagram
editor
server
side
control
"
30056937,"topcoder
improve
docker
build
tc
database
script
"
30056934,"refactor
failure
test
"
30056906,"topcoder
create
customer
docker
image
openldap
"
30056905,"topcoder
create
docker
image
mysql
database
"
30056873,"tc
website
local
deployment
apache
openldap
"
30056891,"boat
box
ai
decoder
plotter
"
30056890,"topcoder
ignore
null
field
payload
response
"
30056872,"tc
website
local
deployment
jboss
informix
"
30056862,"sparck
angular
document
value
extraction
application
contest
page
view
"
30056830,"topcoder
update
elasticsearch
feeder
populate
task
flag
elasticsearch
"
30056829,"topcoder
direct
add
optional
challenge
property
product
"
30056751,"srm
editorial
contest
div
magicnim
"
30056747,"topcoder
figure
way
pas
login
web
arena
"
30056737,"sparck
elasticsearch
docker
setup
"
30056375,"project
atlas
update
sharepoint
navigation
"
30056728,"topcoder
add
billable
flag
billing
account
"
30056381,"john
hancock
project
coeus
database
upgrade
"
30056655,"faya
setup
document
automate
angular
build
aws
"
30056479,"tc
website
deployment
containerize
database
"
30056640,"sparck
angular
document
value
extraction
application
contest
multi
page
document
mapping
"
30056639,"sparck
angular
document
value
extraction
application
contest
target
map
value
"
30056597,"sparck
angular
document
value
extraction
application
contest
document
classification
"
30056583,"topcoder
connect
scaffold
code
merge
eslint
fix
challenge
"
30056543,"srt
add
column
report
"
30056533,"faya
angular
app
ui
update
"
30056502,"topcoder
improvement
building
run
scorecard
tool
"
30056501,"topcoder
fix
date
format
problem
challenge
apis
"
30056475,"tokenize
launch
command
"
30056409,"faya
integration
part
"
30056407,"sparck
angular
document
value
extraction
application
contest
resize
map
area
"
30056399,"topcoder
improvement
create
custom
docker
image
tc
database
"
30056392,"topcoder
update
mock
bill
account
service
"
30056380,"john
hancock
project
coeus
admin
bug
fix
"
30056364,"faya
bug
bash
challenge
"
30056356,"interlochen
medium
nodejs
backend
json
editor
validator
functinoality
"
30056329,"live
progress
challenge
build
wwf
config
browser
forum
issue
"
30056328,"live
progress
challenge
build
wwf
alert
query
list
issue
"
30056295,"sparck
angular
document
value
extraction
application
contest
review
document
"
30056276,"topcoder
direct
refactor
code
change
private
challenge
label
task
"
30056277,"hercules
base
library
minor
fix
swagger
specification
"
30056183,"bluedot
dental
ibm
watson
diagnosis
treatment
mvp
mean
stack
"
30056241,"faya
fix
gitlab
cli
fail
test
"
30056224,"topcoder
make
scorecard
tool
run
docker
"
30056201,"cloud
hub
search
change
"
30056175,"cloud
hub
sort
function
"
30056173,"drone
series
support
file
download
mission
result
"
30056161,"bluedot
dental
ibm
watson
diagnosis
treatment
mvp
mean
stack
"
30056160,"drone
series
complete
mission
result
upload
"
30056156,"cloud
hub
nodejs
error
"
30056159,"drone
series
mission
fly
zone
"
30056158,"drone
series
nearest
drone
distance
update
"
30056155,"topcoder
create
custom
docker
image
tc
database
"
30056154,"topcoder
improve
leaderboards
service
"
30056137,"topcoder
setup
tc
databases
informix
docker
"
30056133,"drone
series
mission
progress
add
service
request
detail
"
30056131,"drone
series
select
service
package
"
30056092,"cloud
hub
stats
refactor
"
30056090,"cloud
hub
api
search
modification
"
30056070,"topcoder
site
misc
bug
fix
"
30056013,"drone
series
frontend
heroku
deployment
"
30055999,"cloud
hub
api
search
"
30056153,"drone
series
location
checker
"
30056151,"drone
position
update
via
serialnumber
mongoid
"
30055990,"update
cshtml
template
match
expect
layout
part
"
30055987,"cloud
hub
api
functionality
"
30055982,"sparck
angular
document
value
extraction
application
contest
base
authentication
"
30055975,"topcoder
fix
position
x
close
badge
popup
"
30055956,"cloud
hub
debug
source
map
"
30055952,"update
cshtml
template
match
expect
layout
part
"
30055836,"softbank
web
scrap
api
bug
fix
"
30055945,"topcoder
connect
code
merge
eslint
fix
challenge
"
30055932,"cloud
hub
app
search
summary
"
30055927,"sparck
angular
document
value
extraction
application
contest
update
navigation
"
30055923,"drone
series
update
user
registration
api
"
30055895,"live
progress
build
wwf
dashboard
data
preparation
"
30055910,"cloud
hub
reactjs
error
monitoring
"
30055886,"cloud
hub
email
design
ii
"
30055884,"sancus
faya
java
app
oracle
db
update
"
30056068,"drone
series
add
browser
location
drone
map
mission
planner
"
30055759,"topcoder
site
endpoint
handle
mailchimp
webhook
"
30055872,"top
coder
api
monitoring
"
30055870,"cloud
hub
memory
leak
"
30055837,"cloud
hub
search
bug
"
30055831,"cloud
hub
email
design
"
30055829,"sparck
angular
document
value
extraction
application
contest
"
30055823,"topcoder
connect
bug
fix
maintain
scroll
position
browser
back
button
"
30055822,"customized
earth
project
chemical
aerosol
data
resource
identification
"
30055962,"dronepostion
history
bug
"
30055800,"tco
megahack
update
fix
"
30055948,"android
ionic
offline
sync
"
30055788,"tco
megahack
genius
web
annotation
"
30055776,"topcoder
direct
make
usage
new
tc
cache
"
30055753,"topcoder
connect
bug
fix
project
specification
form
state
fix
"
30055712,"engage
together
r
collaborative
community
token
generation
prototype
"
30055740,"live
progress
build
mentor
various
update
ionic
ui
prototype
challenge
"
30055728,"cloud
hub
cron
conversion
"
30055709,"scout
website
prototype
layout
size
fix
"
30055724,"topcoder
connect
svg
bug
fix
challenge
"
30055719,"topcoder
connect
code
merge
eslint
fix
challenge
"
30055684,"sparck
angular
document
value
extraction
application
contest
part
"
30055675,"topcoder
connect
bug
fix
scroll
add
team
member
modal
"
30055878,"drone
series
dronepostion
controller
service
swagger
update
"
30055668,"topcoder
fix
create
draft
challenge
api
challenge
microservice
"
30055666,"topcoder
discourse
email
notification
customization
user
profile
link
"
30055658,"ground
station
mission
poller
"
30055656,"update
cshtml
template
match
expect
layout
part
"
30055651,"sparck
angular
document
value
extraction
application
contest
"
30055650,"topcoder
connect
bug
fix
add
team
member
weird
scroll
behaviour
ie
"
30055487,"sa
data
preparation
tool
sa
script
update
"
30055638,"cloud
hub
smarter
search
"
30055634,"topcoder
connect
bug
fix
add
team
member
switch
visibility
"
30055620,"topcoder
set
scorecard
challenge
direct
"
30055820,"add
exist
service
swagger
doc
"
30055598,"live
progress
build
wwf
angularjs
app
fix
challenge
"
30055591,"cloud
hub
update
charge
api
"
30055586,"cloud
hub
category
refactor
"
30055579,"update
cshtml
template
match
expect
layout
part
"
30055577,"topcoder
make
log
type
configurable
loader
configuration
"
30055727,"operation
responsive
design
"
30055549,"cloud
hub
error
"
30055530,"website
file
rename
"
30055529,"topcoder
implement
api
add
project
permission
"
30055528,"upgrade
notification
service
core
"
30055521,"update
cshtml
template
match
expect
layout
part
"
30055511,"cloud
hub
time
machine
iii
"
30055507,"live
progress
build
pol
create
new
social
screen
"
30055501,"cloud
hub
time
machine
ii
"
30055407,"topcoder
member
profile
graph
tooltips
"
30055499,"cloud
hub
time
machine
"
30055664,"drone
series
react
map
configuration
variable
deploy
heroku
step
"
30055659,"drone
series
front
end
create
user
account
social
login
"
30055468,"cloud
hub
survey
update
"
30055464,"update
cshtml
template
match
expect
layout
part
"
30055462,"john
hancock
ui
prototype
finishing
touch
"
30055457,"cloud
hub
money
data
type
"
30055454,"upgrade
collaboration
service
core
"
30055455,"upgrade
work
service
core
"
30055451,"upgrade
asp
service
core
"
30055446,"cloud
hub
survey
endpoint
"
30055427,"topcoder
make
tc
loader
support
api
endpoint
db
copy
"
30055426,"topcoder
discourse
email
notification
customization
"
30055424,"update
cshtml
template
match
expect
layout
part
"
30055406,"cloud
hub
utilization
rollup
"
30055403,"cloud
hub
update
react
"
30055399,"upgrade
member
service
use
rabbitmq
instead
kafka
"
30055395,"cloud
hub
utilization
rollup
"
30055391,"ge
pledge
tool
web
app
performance
improvement
ideation
"
30055388,"gate
foundation
java
client
sa
file
validation
"
30055382,"cloud
hub
daily
stats
job
"
30055381,"cloud
hub
user
stats
modification
"
30055380,"cloud
hub
user
apps
modification
"
30055365,"topcoder
upgrade
submission
service
core
"
30055264,"scout
website
layout
prototype
"
30055368,"topcoder
upgrade
tag
service
core
"
30055369,"topcoder
upgrade
alert
service
core
"
30055370,"topcoder
upgrade
challenge
service
core
"
30055386,"update
cshtml
template
match
expect
layout
part
"
30055367,"topcoder
upgrade
member
cert
service
core
"
30055366,"topcoder
upgrade
file
service
core
"
30055363,"topcoder
upgrade
review
service
core
"
30055361,"cloud
hub
charge
service
"
30055356,"live
progress
woman
community
saving
android
app
localisation
documentation
challenge
"
30055212,"increase
test
coverage
class
cmcsubcontractorsharingresetmanager
cmcaccountresetsharingmanager
cmccmusersharingmanager
"
30055302,"topcoder
connect
react
component
bug
fix
sticky
navigation
adjustment
"
30055292,"gate
foundation
sas
script
generation
"
30055296,"topcoder
salesforce
lead
link
connect
project
id
"
30055294,"live
progress
build
wwf
contentful
cm
poc
"
30055293,"topcoder
connect
land
page
html
challenge
"
30055289,"cloud
hub
timeline
report
edits
"
30055287,"cloud
hub
add
charge
update
"
30053092,"gamification
onboarding
integration
"
30055271,"sparck
animation
contest
"
30055270,"topcoder
upgrade
member
service
core
"
30055260,"sparck
google
map
highlight
usa
state
contest
"
30055259,"let
app
september
bug
bash
"
30055231,"cloud
hub
timeline
report
"
30055219,"cloud
hub
calculation
update
"
30055208,"web
scrap
account
service
layout
change
update
"
30055202,"hercules
codebig
einstein
hard
code
"
30055200,"topcoder
connect
bug
fix
project
type
tab
role
"
30055197,"cloud
hub
database
change
"
30055196,"topcoder
connect
bug
fix
team
management
role
display
"
30055194,"topcoder
connect
bug
fix
project
search
"
30055195,"topcoder
connect
bug
fix
target
device
"
30055193,"topcoder
connect
bug
fix
status
component
"
30055190,"update
cshtml
template
match
expect
layout
part
"
30055181,"cloud
hub
stack
overflow
error
"
30055178,"topcoder
connect
navigation
html
update
"
30055132,"tc
ragnar
set
project
prize
increase
"
30055167,"web
scrap
account
service
enhancement
"
30055168,"topcoder
add
sketch
one
file
type
design
final
deliverable
"
30055116,"dashboard
banner
topcoder
member
dashboard
"
30055109,"sec
yield
bug
bounty
challenge
"
30055100,"topcoder
connect
cs
bug
fix
"
30055095,"topcoder
connect
navigation
html
update
"
30055098,"topcoder
connect
project
specification
html
update
"
30055097,"topcoder
connect
project
wizard
html
update
"
30055094,"sec
yield
integration
challenge
"
30055092,"hercules
codebig
einstein
create
token
generator
service
"
30055091,"cloud
hub
calculator
slack
"
30055089,"topcoder
connect
walkthrough
error
page
html
"
30055078,"cloud
hub
charge
service
"
30055055,"cardinal
health
npwt
rental
architecture
update
"
30055072,"cloud
hub
import
service
"
30055066,"topcoder
message
service
api
get
topic
related
post
"
30055065,"topcoder
message
service
clear
read
flag
"
30055063,"cloud
hub
db
migration
"
30055046,"ge
empower
build
inline
vf
page
call
mock
heroku
service
"
30055059,"cloud
hub
react
test
"
30055035,"angular
key
bind
update
debug
console
directive
"
30055053,"sparck
update
app
ui
match
design
part
"
30055049,"topcoder
add
bookmark
project
service
"
30055045,"sparck
update
app
ui
match
design
part
"
30055022,"credentialme
integration
bug
fix
"
30055021,"sec
yield
angularjs
app
"
30055038,"john
hancock
project
sim
token
encryption
"
30055023,"cloud
hub
login
change
"
30055020,"cloud
hub
logo
issue
"
30055011,"generate
notification
"
30055118,"increase
test
coverage
cmcamazoncloudsearchindexer
"
30055119,"increase
test
coverage
cmcmanifestitemcontroller
"
30055007,"dinnaco
ixbrl
fix
round
"
30055006,"dinnaco
talent
advantage
fix
round
"
30055004,"update
cshtml
template
match
expect
layout
part
"
30055003,"john
hancock
io
app
minor
tweak
"
30054988,"cloud
hub
history
report
"
30054985,"topcoder
message
service
reply
post
"
30054762,"next
level
integration
challenge
"
30054979,"cloud
hub
passportjs
error
"
30054972,"cloud
hub
test
failure
"
30054971,"let
app
sketch
html
responsive
email
template
prototype
"
30054970,"cloud
hub
calculation
change
"
30054965,"cloud
hub
login
track
"
30054962,"einstein
update
modal
user
info
"
30054945,"einstein
decode
store
tokeninfo
node
"
30054960,"topcoder
fix
nomenclature
message
service
"
30054952,"cloud
hub
apps
api
error
"
30054948,"cloud
hub
user
filter
"
30054947,"cloud
hub
saml
error
"
30054939,"topcoder
create
swagger
spec
copilot
service
"
30054943,"topcoder
create
swagger
spec
review
service
"
30054942,"bonus
topcoder
create
swagger
spec
file
service
"
30054941,"topcoder
create
swagger
spec
status
report
service
"
30054944,"bonus
topcoder
create
swagger
spec
tag
service
"
30054940,"bonus
topcoder
create
swagger
spec
message
service
"
30054936,"dinnaco
ixbrl
fix
round
"
30054933,"dinnaco
ixbrl
fix
round
"
30054929,"cloud
hub
refactor
part
ii
"
30054927,"cloud
hub
apps
refactor
"
30054921,"dinnaco
ixbrl
fix
round
"
30054920,"bonus
topcoder
create
unit
test
message
service
"
30054917,"ge
foundation
brilliant
career
application
setup
"
30054914,"cloud
hub
api
monitoring
"
30054913,"cloud
hub
data
stats
"
30054912,"cloud
hub
app
search
"
30054547,"let
app
web
view
prototype
conversion
cod
"
30054902,"revenge
node
ftp
client
zombie
"
30054899,"topcoder
informix
udr
send
rabbitmq
message
use
c
monitoring
project
phase
table
"
30054898,"topcoder
cloudamqp
integration
informix
udr
send
rabbitmq
message
use
c
"
30054897,"topcoder
improvement
informix
udr
send
rabbitmq
message
use
c
"
30054892,"analytics
dashboard
cs
change
"
30054889,"cloud
hub
demo
script
iii
"
30054888,"cloud
hub
api
field
definition
"
30053656,"dinnaco
ixbrl
fix
round
"
30054774,"increase
test
coverage
class
"
30054887,"ge
empower
build
mock
api
run
heroku
"
30054886,"bonus
topcoder
o
x
setup
validation
message
service
"
30054884,"bonus
topcoder
linux
setup
validation
message
service
"
30054885,"bonus
topcoder
windows
setup
validation
messaging
service
"
30054881,"bonus
topcoder
create
swagger
spec
work
service
"
30054877,"cloud
hub
integration
bug
"
30053655,"dinnaco
ixbrl
fix
round
"
30054874,"cloud
hub
continuous
integration
"
30054871,"hercules
android
tv
cordova
wrapper
access
control
allow
origin
update
"
30054865,"cloud
hub
demo
script
ii
"
30054842,"tco
topcoder
create
swagger
spec
collaboration
service
"
30054841,"tco
topcoder
create
swagger
spec
challenge
service
"
30054839,"tco
topcoder
create
swagger
spec
alert
service
"
30054838,"cloud
hub
report
endpoint
ii
"
30054837,"cloud
hub
demo
script
"
30054836,"cloud
hub
token
"
30054826,"cloud
hub
saml
require
"
30054824,"live
progress
moby
maternal
health
android
prototype
bug
fix
part
"
30054823,"cloud
hub
company
apps
issue
"
30054805,"cloud
hub
report
api
endpoint
"
30054804,"cloud
hub
sso
export
script
"
30054802,"cloud
hub
api
update
"
30054798,"rental
document
recall
ui
prototype
"
30054797,"cloud
hub
app
detail
ux
"
30054795,"live
progress
disaster
prep
android
mobile
app
prototype
fix
"
30054794,"dinnaco
talent
advantage
fix
round
"
30054790,"tco
topcoder
add
optional
billing
account
create
direct
project
api
"
30054789,"live
progress
data
drop
data
classification
web
app
"
30054755,"sec
yield
java
application
setup
"
30054784,"dinnaco
talent
advantage
fix
round
"
30054777,"live
progress
world
wildlife
fund
trading
data
comparison
web
application
bug
fix
"
30054776,"dinnaco
talent
advantage
fix
round
"
30054767,"live
progress
moby
maternal
health
android
prototype
bug
fix
part
"
30054752,"topcoder
enhancement
migration
tool
"
30054750,"cloud
hub
test
bugfix
"
30054748,"cloud
hub
import
service
"
30054746,"cloud
hub
export
script
"
30054741,"financial
analysis
responsive
ui
prototype
update
part
"
30054737,"cloud
hub
new
database
field
"
30054735,"hercules
brand
destination
ui
prototype
email
selector
update
"
30054734,"cloud
hub
api
update
"
30054731,"hercules
qt
browser
qt
static
build
"
30054724,"live
progress
moby
maternal
health
android
prototype
bug
fix
part
"
30054723,"salesspace
fix
wrap
app
name
side
menu
cs
lightning
"
30054726,"credentialme
integration
enhancement
"
30054717,"hercules
brand
destination
xfinity
home
ui
prototype
"
30054716,"live
progress
data
drop
data
classification
web
app
"
30054713,"hp
product
inventory
docker
image
vertica
"
30054710,"salesspace
apex
test
code
coverage
"
30054707,"cloud
hub
nest
route
break
static
asset
"
30054702,"cloud
hub
elasticsearch
update
"
30054698,"thunderbird
java
app
bug
fix
challenge
"
30054696,"salesspace
review
deployment
guide
"
30054692,"cloud
hub
ping
api
endpoint
"
30054689,"live
progress
data
drop
multiclass
learn
classification
test
harness
"
30054690,"topcoder
implement
remove
billing
account
project
api
"
30054680,"cloud
hub
data
scrape
"
30054674,"financial
analysis
responsive
ui
prototype
update
part
"
30054671,"web
traffic
report
challenge
"
30054669,"fetal
growth
monitor
io
app
fix
data
export
swift
"
30054668,"live
progress
moby
maternal
health
android
app
bug
fix
"
30054666,"dinnaco
talent
advantage
generate
test
data
"
30054660,"dinnaco
talent
advantage
minor
fix
"
30054665,"hercules
brand
destination
ui
prototype
cancel
button
update
"
30054658,"update
sfdc
lightning
app
summer
"
30054640,"myebc
field
briefing
update
io
swift
"
30054608,"cloud
hub
update
password
api
"
30054607,"cloud
hub
postgres
cleanup
"
30054599,"topcoder
submission
update
submission
status
confirmation
page
"
30054592,"topcoder
add
track
challenge
create
save
draft
challenge
api
"
30054581,"cloud
hub
data
scrape
"
30054574,"topcoder
submission
fix
marshal
problem
develop
submission
"
30053654,"dinnaco
ixbrl
document
viewer
ui
prototype
challenge
ii
"
30054565,"cloud
hub
test
bugfix
"
30054556,"hercules
brand
destination
ui
prototype
update
"
30054551,"topcoder
create
dockerfile
build
informix
docker
"
30054549,"cloud
hub
"
30054545,"cloud
hub
login
bug
"
30053653,"dinnaco
ixbrl
document
viewer
apps
ui
prototype
challenge
"
30054539,"topcoder
submission
sync
submission
status
informix
postgres
"
30054532,"topcoder
submission
keep
track
submission
id
postgres
"
30054531,"topcoder
submission
convert
apiary
doc
swagger
file
"
30054521,"topcoder
send
email
submission
receive
"
30054516,"cloud
hub
calculation
bug
"
30054508,"hercules
brand
destination
ui
prototype
challenge
"
30054498,"topcoder
display
crowd
good
badge
"
30054495,"cloud
hub
bug
infinitely
scroll
table
"
30054479,"fix
page
"
30054477,"fix
partial
topcoder
subdomains
"
30054478,"fix
topcoder
ajax
call
subdomain
"
30054485,"live
progress
crowdanalytics
chile
data
preparation
"
30054484,"hercules
admin
tool
front
end
code
update
java
spring
freemarker
angular
"
30054468,"aerohive
responsive
demo
app
web
app
integration
part
oauth
"
30054470,"salesspace
lightning
application
summer
update
"
30054469,"salesspace
lightning
application
summer
update
storage
"
30054452,"aerohive
responsive
demo
app
web
app
integration
part
"
30054458,"topcoder
create
swagger
spec
payment
service
"
30054457,"topcoder
create
swagger
spec
resource
service
"
30054456,"topoder
add
create
milestone
api
spec
swagger
doc
"
30054436,"topcoder
mailchimp
webhook
handler
rest
"
30054432,"topcoder
merge
milestone
service
project
service
"
30054429,"topcoder
create
swagger
doc
project
microservice
"
30054427,"topcoder
codebase
rename
milestone
microservice
"
30054426,"topcoder
codebase
rename
payment
microservice
"
30054425,"topcoder
codebase
rename
project
microservice
"
30054428,"topcoder
codebase
rename
resource
microservice
"
30054421,"aerohive
responsive
demo
app
web
app
integration
part
"
30054623,"hercules
template
search
page
jquery
datatables
"
30054410,"live
progress
data
drop
python
test
harness
"
30054411,"topcoder
create
shell
script
cost
transaction
aggregation
"
30054409,"topcoder
direct
add
user
permission
check
competition
cost
report
redshift
"
30054408,"live
progress
machine
learn
outline
object
image
"
30054401,"thunderbird
ipad
java
api
bug
bounty
"
30054399,"react
tooltip
persistence
enhancement
"
30054387,"topcoder
submission
processor
add
file
validation
source
zip
"
30054385,"john
hancock
io
app
minor
tweak
"
30053923,"let
app
nodejs
aws
lambda
function
bug
bounty
"
30054375,"topcoder
direct
update
competition
cost
report
use
aggregate
table
redshift
"
30054370,"live
progress
world
wildlife
fund
data
extraction
script
"
30054368,"cloud
hub
data
scrap
"
30054345,"topcoder
submission
processor
save
generate
file
information
database
"
30054335,"topcoder
update
challenge
microservice
use
github
maven
repo
"
30054334,"hercules
release
note
highlight
new
design
ui
prototype
fix
"
30054333,"topcoder
update
payment
microservice
use
github
maven
repo
"
30054509,"increase
test
coverage
class
cmcproductclonecontroller
"
30054332,"capistrano
node
app
deploy
script
update
"
30054329,"thunderbird
ipad
java
api
bug
hunt
"
30054325,"cloud
hub
swagger
error
"
30054324,"topcoder
update
milestone
microservice
use
github
maven
repo
"
30054323,"topcoder
improve
dynamodb
postgres
migration
tool
"
30054319,"topcoder
update
resource
microservice
use
github
maven
repo
"
30054304,"hercules
release
note
blog
issue
fix
"
30054314,"topcoder
use
public
github
repo
maven
repository
"
30054302,"infinite
scroll
bug
react
"
30054296,"cloud
hub
file
import
"
30054290,"topcoder
member
profile
redesign
rating
graph
"
30054265,"topcoder
make
challenge
microservice
work
local
informix
"
30054291,"hercules
release
note
highlight
section
cox
update
"
30054234,"john
hancock
io
app
add
direct
camera
button
"
30054263,"topcoder
challenge
logstash
config
kafka
sqs
migration
"
30054250,"let
app
io
app
bug
bounty
"
30054433,"increase
test
coverage
class
cmcsubmitschedulecontroller
cmcgooglemetricsdashboardcontroller
cmcrelatedlistcontroller
"
30054259,"topcoder
improve
control
achievement
visibility
"
30054258,"topcoder
fix
challenge
list
show
peer
review
challenge
"
30054257,"fcbh
android
mobile
hotspot
confirmation
"
30054253,"sibm
gamification
onboarding
ui
prototype
cross
device
fix
"
30054252,"thunderbird
java
web
application
build
deployment
challenge
"
30054217,"topcoder
task
service
add
test
implement
apis
"
30054209,"glib
chrome
extension
alter
button
injection
"
30054227,"hercules
release
note
url
paramater
fix
"
30054202,"topcoder
split
informix
import
export
tool
"
30054196,"io
deaf
bible
app
fix
"
30054185,"fetal
growth
monitor
io
app
functionality
fix
"
30054181,"topcoder
update
setup
guide
submission
system
"
30054178,"hercules
release
note
local
image
consistency
fix
"
30054455,"project
connect
visualforce
contentful
client
react
"
30054157,"topcoder
data
copy
two
informix
database
"
30053955,"jci
employee
safety
form
security
"
30053954,"jci
employee
safety
email
update
"
30054142,"topcoder
fix
login
problem
online
review
locally
"
30054145,"topcoder
aws
lambda
savedraftchallenge
update
response
include
direct
project
id
"
30054076,"topcoder
make
tc
cache
docker
work
"
30054075,"topcoder
create
dockerfile
setup
run
openldap
centos
"
